SAMPLE_ID,SAMP_DATE,LABNO,WUWN,GROUP_ID,YEAR,YEAR_COMBINED,COUNTY,TOWNSHIP,TOWN,RANGE,RANGE_DIR,SECTION,QS,QQS,pH_Qual,pH,pH_Rel,Cond_Qual,Conductivity,Cond_Rel,Alk_Qual,Alkalinity,Alk_Rel,Total.Hardness,Thard_Rel,Nitrate,NO3_Rel,Cl_Qual,Chloride,Cl_Rel,SI_Qual,SI,SI_Rel,As_Qual,Arsenic,As_Rel,Ca_Qual,Calcium,Ca_Rel,Cu_Qual,Copper,Cu_Rel,Fe_Qual,Iron,Fe_Rel,K_Qual,Potassium,K_Rel,Mg_Qual,Magnesium,Mg_Rel,Mn_Qual,Manganese,Mn_Rel,Na_Qual,Sodium,Na_Rel,Pb_Qual,Lead,Pb_Rel,SO4_Qual,Sulfate,SO4_Rel,Zn_Qual,Zinc,Zn_Rel,P_Qual,P,P_Rel,PROJECT_ID,LONGITUDE,LATITUDE,ID,X1100,X1200,X2110,X2120,X2130,X2140,X3110,X3120,X3210,X3220,X4110,X4120,X4130,X4210,X4220,X4230,X4240,X4250,X4300,X5000,X6100,X6210,X6220,X6230,X6310,X6320,X6330,X6410,X6420,X6430,X6440,X6450,X7000,X8000,X65535,area.x,area2,CASH_PERC,CORN_PERC,DAIRY_PERC,URBAN_area,URBAN_PERC,HAY_PERC,PASTURE_PERC,AG_area,AG_PERC,POT_VEG_PERC,Excessively.drained,Somewhat.excessively.drained,Well.drained,Moderately.well.drained,Somewhat.poorly.drained,Poorly.drained,Very.poorly.drained,Water,area.ssurgo,area_ssurgo_nowater,perc_wd,perc_pd,perc_vpd,perc_sed,perc_spd,perc_mwd,perc_ed,weighted.rank,cnt,cnt_Thard,THard,HAY_PAST,AG_HAY_PAST,ROWCROP,DRAIN_CAT,AG_CAT,HAY_CAT,PASTURE_CAT,HAY_PAST_CAT,DAIRY_CAT,ROWCROP_CAT,AG_HAY_PAST_CAT,URBAN_CAT
138197,7/5/2023,2300444-55,,612,2023,2022&2023,BARRON,ARLAND,33,13,W,4,NE,SE,NA,7.91,1,NA,242,1,NA,134,1,131,1,0.05,1,NA,0.9,1,NA,-0.1,1,<,0.005,1,,33.44,1,,0.002,1,,1.426,1,,1.712,1,,11.63,1,,0.194,1,NA,3.579,1,<,0.004,1,,2.44,1,,0.005,1,,0.019,1,40389,-91.9814093,45.3736208,44,11700,75600,90000,NA,364500,54000,136800,NA,20700,4500,NA,NA,NA,NA,NA,11700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0.116959064,0,0.473684211,87300,0.113450292,0.177777778,0,508500,0.660818713,0.070175439,NA,NA,9552.06,742295.61,20109.6,NA,NA,NA,771957.27,771957.27,0.01237382,0,0,0,0.026050147,0.961576034,0,3.986323673,1,0,131,0.177777778,0.838596491,0.116959064,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,0-25%,75-100%,5-30%
138198,7/17/2023,2300444-56,,612,2023,2022&2023,BARRON,MAPLE GROVE,33,12,W,6,NW,SW,NA,7.48,1,NA,159,1,NA,35,1,65,1,3.5,1,NA,9.6,1,NA,-1.5,1,<,0.005,1,,15.16,1,,0.016,1,<,0.007,1,,0.525,1,,6.687,1,,0.004,1,NA,5.835,1,<,0.004,1,,15.14,1,,0.015,1,,0.098,1,40390,-91.8994708,45.3729656,45,31500,13500,164700,NA,233100,93600,94500,8100,NA,NA,NA,NA,NA,83700,NA,15300,NA,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0.214035088,0,0.302923977,45000,0.058479532,0.122807018,0.010526316,491400,0.638596491,0.121637427,NA,NA,NA,672163.38,100799.37,NA,NA,NA,772962.75,772962.75,0,0,0,0,0.130406504,0.869593496,0,3.869593496,1,0,65,0.133333334,0.771929825,0.214035088,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,0-25%,75-100%,5-30%
138199,7/20/2023,2300444-57,,612,2023,2022&2023,BARRON,ARLAND,33,13,W,36,SE,NW,NA,7.93,1,NA,233,1,NA,90,1,116,1,3.2,1,NA,11.2,1,NA,-0.4,1,<,0.005,1,,25.06,1,,0.086,1,<,0.007,1,,0.702,1,,12.97,1,<,0.0015,1,NA,4.557,1,<,0.004,1,,4.73,1,,0.043,1,,0.068,1,40391,-91.9212368,45.3013902,46,NA,NA,45000,46800,235800,NA,357300,NA,NA,NA,NA,1800,NA,NA,NA,NA,9000,900,NA,NA,NA,NA,NA,35100,NA,NA,NA,12600,NA,NA,22500,NA,NA,NA,NA,766800,766800,0.058685446,0.061032864,0.307511737,0,0,0.465962441,0,327600,0.427230047,0,NA,NA,45246.6,639233.91,26645.22,62591.13,NA,NA,773716.86,773716.86,0.058479532,0.080896686,0,0,0.034437947,0.826185835,0,3.862248213,1,0,116,0.465962441,0.893192488,0.11971831,Moderately Well Drained,25-50%,25-50%,0-25%,25-50%,25-50%,0-25%,75-100%,0-2.5%
138200,7/10/2023,2300444-58,,612,2023,2022&2023,BARRON,CLINTON,34,13,W,1,NE,NE,NA,7.09,1,NA,207,1,NA,23,1,81,1,11,1,NA,18.4,1,NA,-2,1,<,0.005,1,,19.38,1,,0.05,1,,0.035,1,,0.92,1,,7.852,1,,0.006,1,NA,6.96,1,<,0.004,1,,5.55,1,,0.158,1,,0.006,1,40392,-91.9196255,45.4592101,47,NA,NA,1800,NA,164700,NA,40500,135000,72900,16200,NA,NA,NA,900,NA,76500,NA,NA,NA,NA,NA,NA,206100,NA,8100,NA,NA,NA,45000,NA,6300,NA,NA,NA,NA,774000,774000,0.002325581,0,0.212790698,0,0,0.052325581,0.174418605,166500,0.215116279,0,11814.39,NA,70634.97,258156.99,172188.45,10306.17,237293.28,11563.02,771957.27,760394.25,0.092892562,0.013553719,0.312066116,0,0.226446281,0.339504132,0.01553719,2.949752066,1,0,81,0.226744186,0.441860465,0.002325581,Somewhat Poorly Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
138201,7/16/2023,2300444-59,,612,2023,2022&2023,BARRON,CHETEK,33,10,W,19,SE,NE,NA,7.21,1,NA,195,1,NA,32,1,76,1,1.5,1,NA,34.5,1,NA,-1.7,1,<,0.005,1,,19.86,1,,0.37,1,<,0.007,1,,0.792,1,,6.394,1,,0.003,1,NA,6.334,1,<,0.004,1,,5.57,1,,0.616,1,<,0.005,1,40393,-91.65389,45.3289607,48,NA,290700,NA,NA,NA,NA,900,48600,NA,NA,NA,251100,NA,NA,NA,73800,NA,NA,NA,88200,NA,NA,NA,8100,NA,NA,NA,NA,NA,NA,NA,9900,NA,NA,NA,771300,771300,0,0,0,290700,0.376896149,0.001166861,0.063010502,0,0,0,394148.16,264441.24,NA,NA,NA,502.74,16339.05,96777.45,772208.64,675431.19,0,0.000744325,0.024190547,0.3915147,0,0,0.583550428,6.459620394,1,0,76,0.064177363,0.064177363,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,30-100%
138202,7/21/2023,2300444-60,,612,2023,2022&2023,BARRON,STANLEY,34,11,W,34,SE,SW,NA,7.75,1,NA,261,1,NA,42,1,116,1,13.9,1,NA,19.3,1,NA,-0.9,1,<,0.005,1,,26.02,1,<,0.001,1,,0.097,1,,1.84,1,,12.45,1,,0.008,1,NA,3.626,1,<,0.004,1,,4.48,1,,0.024,1,,0.012,1,40394,-91.71497,45.3866969,49,NA,63000,NA,NA,140400,NA,NA,28800,NA,NA,45000,148500,NA,NA,NA,9000,NA,NA,1800,333900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770400,770400,0,0,0.182242991,63000,0.081775701,0,0.037383178,140400,0.182242991,0,2513.7,423809.82,NA,NA,NA,NA,16841.79,328791.96,771957.27,443165.31,0,0,0.038003403,0.956324447,0,0,0.00567215,5.815655133,1,0,116,0.037383178,0.219626169,0,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138203,7/15/2023,2300444-61,,612,2023,2022&2023,BARRON,TURTLE LAKE,33,14,W,32,NW,NW,NA,8.25,1,NA,414,1,NA,198,1,227,1,3.5,1,NA,9.4,1,NA,0.6,1,<,0.005,1,,57.31,1,<,0.001,1,<,0.007,1,,0.859,1,,20.27,1,<,0.0015,1,NA,5.118,1,<,0.004,1,,9.64,1,,0.015,1,,0.044,1,40395,-92.1252618,45.3021705,50,NA,NA,NA,25200,62100,NA,133200,13500,170100,97200,NA,16200,NA,124200,NA,25200,NA,NA,NA,NA,NA,NA,900,83700,NA,NA,NA,NA,NA,NA,2700,15300,NA,NA,NA,769500,769500,0,0.032748538,0.080701754,0,0,0.173099415,0.01754386,87300,0.113450292,0,11814.39,NA,NA,620632.53,58820.58,34689.06,37202.76,10054.8,773214.12,763159.32,0,0.045454545,0.048748353,0,0.077075099,0.813241107,0.015480896,3.732213439,1,0,227,0.190643275,0.304093567,0.032748538,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,0-2.5%
138204,7/19/2023,2300444-62,,612,2023,2022&2023,BARRON,MAPLE GROVE,33,12,W,19,SW,SW,NA,8.16,1,NA,328,1,NA,140,1,179,1,6.7,1,NA,5.1,1,NA,0.2,1,<,0.005,1,,37.46,1,,0.014,1,<,0.007,1,,0.989,1,,20.79,1,<,0.0015,1,NA,1.853,1,<,0.004,1,,8.08,1,,0.004,1,,0.116,1,40396,-91.9002612,45.3301486,51,NA,NA,371700,9900,234900,NA,13500,22500,22500,27000,NA,NA,NA,44100,NA,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768600,768600,0.483606557,0.012880562,0.305620609,0,0,0.017564403,0.029274005,616500,0.802107728,0,NA,NA,23126.04,720929.16,6786.99,22120.56,NA,NA,772962.75,772962.75,0.029918699,0.028617886,0,0,0.008780488,0.932682927,0,3.963902439,1,0,179,0.046838408,0.848946136,0.496487119,Moderately Well Drained,75-100%,0-25%,0-25%,0-25%,25-50%,25-50%,75-100%,0-2.5%
138205,7/6/2023,2300444-64,,612,2023,2022&2023,BARRON,RICE LAKE,35,11,W,16,SE,NE,NA,7.97,1,NA,248,1,NA,88,1,114,1,2.6,1,NA,17.9,1,NA,-0.3,1,<,0.005,1,,27.94,1,,0.05,1,<,0.007,1,,1.043,1,,10.87,1,<,0.0015,1,NA,7.166,1,<,0.004,1,,6.04,1,,0.015,1,,0.012,1,40397,-91.7343102,45.5160837,52,NA,18000,62100,NA,2700,NA,NA,NA,NA,NA,NA,133200,NA,8100,NA,151200,NA,NA,NA,371700,3600,15300,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,NA,NA,768600,768600,0.080796253,0,0.003512881,18000,0.023419204,0,0,64800,0.084309133,0,6284.25,332562.51,NA,NA,NA,NA,17595.9,415765.98,772208.64,356442.66,0,0,0.049365303,0.933004231,0,0,0.017630465,5.770803949,1,0,114,0,0.084309133,0.080796253,Somewhat Excessively Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
138206,7/9/2023,2300444-65,,612,2023,2022&2023,BARRON,ALMENA,34,14,W,35,SW,SE,NA,8.21,1,NA,348,1,NA,160,1,188,1,3.2,1,NA,10.4,1,NA,0.3,1,<,0.005,1,,44.47,1,,0.003,1,<,0.007,1,,0.551,1,,18.66,1,<,0.0015,1,NA,4.016,1,<,0.004,1,,6.1,1,,0.003,1,,0.047,1,40398,-92.063777,45.38806,53,NA,62100,NA,NA,116100,NA,100800,26100,25200,NA,NA,20700,NA,11700,NA,24300,NA,NA,NA,294300,NA,NA,21600,67500,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779400,779400,0,0,0.148960739,62100,0.079676674,0.129330254,0.033487298,116100,0.148960739,0,7289.73,151073.37,NA,183500.1,5530.14,98285.67,44995.23,281785.77,772460.01,490674.24,0,0.200307377,0.09170082,0.307889344,0.011270492,0.37397541,0.014856557,3.973360656,1,0,188,0.162817552,0.311778291,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,5-30%
138207,7/21/2023,2300444-67,,612,2023,2022&2023,BARRON,BARRON,34,12,W,30,SW,NE,NA,7.45,1,NA,149,1,NA,42,1,64,1,2.5,1,NA,11.6,1,NA,-1.4,1,<,0.005,1,,17.33,1,,0.012,1,,0.191,1,,1.454,1,,5.007,1,,0.083,1,NA,3.748,1,<,0.004,1,,5.27,1,,0.061,1,<,0.005,1,40399,-91.8995178,45.4014511,54,NA,900,NA,15300,19800,NA,NA,150300,9900,NA,4500,NA,NA,125100,NA,443700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769500,769500,0,0.019883041,0.025730994,900,0.001169591,0,0.195321637,35100,0.045614035,0,2765.07,NA,533407.14,157357.62,40219.2,1759.59,33934.95,3519.18,772962.75,769443.57,0.693237504,0.002286834,0.044103234,0,0.0522705,0.204508331,0.003593597,4.514864423,1,0,64,0.195321637,0.240935672,0.019883041,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
138208,7/19/2023,2300444-68,,612,2023,2022&2023,BARRON,SUMNER,34,10,W,31,SW,NE,NA,7.28,1,NA,187,1,NA,22,1,70,1,9.7,1,NA,16.8,1,NA,-1.8,1,<,0.005,1,,17.11,1,,0.057,1,,0.035,1,,1.14,1,,6.698,1,,0.004,1,NA,6.855,1,<,0.004,1,,4.06,1,,0.076,1,,0.027,1,40400,-91.6537736,45.386366,55,NA,69300,NA,NA,NA,NA,NA,65700,11700,24300,NA,148500,NA,NA,NA,122400,NA,NA,NA,NA,9900,11700,NA,NA,52200,NA,NA,77400,17100,4500,53100,106200,NA,NA,NA,774000,774000,0,0,0,69300,0.089534884,0,0.084883721,0,0,0,12568.5,343371.42,2765.07,80187.03,2262.33,38459.61,261676.17,30164.4,771454.53,741290.13,0.003730078,0.051881994,0.353001017,0.463207867,0.003051882,0.108172262,0.0169549,3.81519159,1,0,70,0.084883721,0.084883721,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138209,7/13/2023,2300444-69,,612,2023,2022&2023,BARRON,STANFOLD,35,12,W,6,SE,SW,NA,7.93,1,NA,145,1,NA,68,1,71,1,1.4,1,NA,2.7,1,NA,-0.7,1,<,0.005,1,,17.37,1,,0.011,1,<,0.007,1,,0.847,1,,6.76,1,<,0.0015,1,NA,3.581,1,<,0.004,1,,1.34,1,,0.015,1,,0.055,1,40401,-91.8993919,45.5459418,56,NA,NA,37800,NA,308700,NA,77400,153000,67500,NA,NA,NA,NA,22500,NA,105300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772200,772200,0.048951049,0,0.3997669,0,0,0.1002331,0.198135198,346500,0.448717949,0,2262.33,NA,NA,477100.26,275501.52,3519.18,12065.76,2513.7,772962.75,770449.05,0,0.0045677,0.015660685,0,0.357585644,0.619249592,0.002936378,3.595106036,1,0,71,0.298368298,0.747086247,0.048951049,Moderately Well Drained,25-50%,0-25%,0-25%,25-50%,25-50%,0-25%,50-75%,0-2.5%
138210,7/10/2023,2300444-70,,612,2023,2022&2023,BARRON,CLINTON,34,13,W,32,NE,SE,NA,8.19,1,NA,261,1,NA,110,1,133,1,5.3,1,NA,6.1,1,NA,0,1,<,0.005,1,,33.7,1,,0.008,1,,0.062,1,,0.523,1,,11.89,1,<,0.0015,1,NA,5.34,1,<,0.004,1,,2.16,1,,0.104,1,,0.086,1,40402,-92.0021813,45.3876233,57,NA,NA,27900,NA,415800,NA,204300,22500,NA,NA,NA,NA,NA,38700,NA,70200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779400,779400,0.035796767,0,0.533487298,0,0,0.262124711,0.02886836,443700,0.569284065,0,1005.48,67367.16,16841.79,602533.89,76919.22,2010.96,3519.18,1256.85,771454.53,770197.68,0.021866841,0.002610966,0.004569191,0.087467363,0.099869452,0.782310705,0.001305483,4.08191906,1,0,133,0.290993071,0.860277136,0.035796767,Moderately Well Drained,50-75%,25-50%,0-25%,25-50%,50-75%,0-25%,75-100%,0-2.5%
138211,7/13/2023,2300444-71,,612,2023,2022&2023,BARRON,CLINTON,34,13,W,31,NW,SW,NA,8.18,1,NA,342,1,NA,195,1,192,1,0.05,1,NA,1.4,1,NA,0.5,1,<,0.005,1,,52.65,1,,0.004,1,<,0.007,1,,0.951,1,,14.82,1,,0.304,1,NA,4.264,1,<,0.004,1,,1.32,1,,0.005,1,,0.05,1,40403,-92.0226512,45.3878148,58,NA,10800,46800,18900,332100,NA,222300,8100,48600,NA,NA,22500,NA,NA,NA,17100,NA,4500,NA,NA,NA,NA,42300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0.060465116,0.024418605,0.429069767,10800,0.013953488,0.287209302,0.010465116,397800,0.513953488,0,NA,NA,NA,175456.26,530139.33,66613.05,NA,NA,772208.64,772208.64,0,0.086263021,0,0,0.686523438,0.227213542,0,3.140950521,1,0,192,0.297674418,0.811627906,0.084883721,Somewhat Poorly Drained,50-75%,25-50%,0-25%,25-50%,25-50%,0-25%,75-100%,0-2.5%
138212,7/9/2023,2300444-72,,612,2023,2022&2023,BARRON,DALLAS,32,12,W,31,SE,SW,NA,7.7,1,NA,154,1,NA,54,1,74,1,3.4,1,NA,3,1,NA,-1,1,<,0.005,1,,16.69,1,,0.012,1,,0.009,1,,2.006,1,,7.797,1,,0.003,1,NA,2.206,1,<,0.004,1,,8.54,1,,0.056,1,,0.129,1,40404,-91.9014077,45.2157301,59,104400,88200,171900,NA,97200,NA,72000,23400,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164700,NA,NA,NA,NA,NA,NA,NA,18900,23400,NA,NA,NA,773100,773100,0.222351572,0,0.12572759,192600,0.249126892,0.093131548,0.030267753,269100,0.348079162,0,8797.95,118143.9,115127.46,27902.07,39465.09,46754.82,51028.11,5027.4,412246.8,407219.4,0.282716049,0.114814815,0.125308642,0.290123457,0.09691358,0.068518519,0.021604938,4.225308642,1,0,74,0.123399301,0.471478463,0.222351572,Moderately Well Drained,25-50%,0-25%,0-25%,0-25%,0-25%,0-25%,25-50%,5-30%
138213,7/5/2023,2300444-73,,612,2023,2022&2023,BARRON,STANLEY,34,11,W,31,NE,NE,NA,7.96,1,NA,190,1,NA,82,1,95,1,2.6,1,NA,3.8,1,NA,-0.5,1,<,0.005,1,,20.86,1,,0.013,1,<,0.007,1,,0.891,1,,10.52,1,<,0.0015,1,NA,3.776,1,<,0.004,1,,4.56,1,,0.023,1,,0.104,1,40405,-91.7763859,45.3865608,60,24300,203400,NA,NA,NA,31500,NA,51300,22500,NA,12600,223200,NA,NA,NA,18000,NA,NA,NA,27900,NA,900,NA,13500,3600,NA,NA,NA,52200,51300,5400,32400,NA,NA,NA,774000,774000,0,0,0,227700,0.294186047,0,0.06627907,31500,0.040697674,0.040697674,323513.19,181991.88,8043.84,1256.85,2262.33,125685,50274,79935.66,772962.75,693027.09,0.011606819,0.181356547,0.072542619,0.26260428,0.003264418,0.001813565,0.466811752,5.353645267,1,0,95,0.06627907,0.106976744,0,Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,5-30%
138214,7/19/2023,2300444-74,,612,2023,2022&2023,BARRON,STANLEY,34,11,W,35,NE,NE,NA,7.73,1,NA,189,1,NA,40,1,84,1,5.1,1,NA,8.5,1,NA,-1.1,1,<,0.005,1,,18.2,1,,0.107,1,,0.281,1,,1.422,1,,9.255,1,,0.041,1,NA,4.456,1,<,0.004,1,,22.17,1,,0.012,1,<,0.005,1,40406,-91.6946104,45.3865022,61,NA,NA,85500,NA,549900,108900,17100,12600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774000,774000,0.110465116,0,0.710465116,0,0,0.022093023,0.01627907,744300,0.961627907,0.140697674,NA,773465.49,NA,NA,NA,NA,NA,NA,773465.49,773465.49,0,0,0,1,0,0,0,6,1,0,84,0.038372093,1,0.110465116,Somewhat Excessively Drained,75-100%,0-25%,0-25%,0-25%,50-75%,0-25%,75-100%,0-2.5%
138215,7/21/2023,2300444-75,,612,2023,2022&2023,BARRON,BARRON,34,12,W,33,NW,NW,NA,7.83,1,NA,106,1,NA,43,1,51,1,1.4,1,NA,2.2,1,NA,-1.1,1,<,0.005,1,,12.56,1,,0.009,1,,1.588,1,,0.967,1,,4.839,1,,0.011,1,NA,2.418,1,<,0.004,1,,3.28,1,,0.013,1,,0.58,1,40407,-91.8585649,45.3870312,62,NA,62100,NA,NA,NA,118800,14400,416700,7200,NA,NA,900,NA,9000,NA,11700,NA,NA,NA,NA,27000,19800,40500,NA,10800,NA,NA,NA,18000,NA,NA,14400,NA,NA,NA,771300,771300,0,0,0,62100,0.080513419,0.018669778,0.540256709,118800,0.154025671,0.154025671,251.37,NA,527122.89,19104.12,17093.16,185511.06,NA,23126.04,772208.64,749082.6,0.703691275,0.247651007,0,0,0.022818792,0.025503356,0.00033557,4.186577181,1,0,51,0.558926487,0.712952158,0,Moderately Well Drained,0-25%,0-25%,50-75%,50-75%,0-25%,0-25%,50-75%,5-30%
138216,7/13/2023,2300444-76,,612,2023,2022&2023,BARRON,SIOUX CREEK,32,11,W,34,SW,SE,NA,7.61,1,NA,203,1,NA,35,1,93,1,7.9,1,NA,13,1,NA,-1.2,1,<,0.005,1,,23.49,1,,0.029,1,<,0.007,1,,1.128,1,,8.412,1,<,0.0015,1,NA,2.577,1,<,0.004,1,,14.12,1,,0.014,1,,0.186,1,40408,-91.7168428,45.2154808,63,NA,NA,387900,NA,16200,NA,20700,NA,13500,NA,NA,18900,NA,60300,NA,59400,79200,NA,NA,51300,NA,NA,NA,17100,NA,NA,NA,19800,26100,NA,NA,NA,NA,NA,NA,770400,770400,0.503504673,0,0.021028037,0,0,0.026869159,0,404100,0.52453271,0,196319.97,187270.65,70132.23,2010.96,4273.29,70886.34,33432.21,39967.83,604293.48,564325.65,0.124276169,0.125612472,0.059242762,0.331848552,0.007572383,0.003563474,0.347884187,5.395100223,1,0,93,0.026869159,0.551401869,0.503504673,Well Drained,50-75%,0-25%,0-25%,0-25%,0-25%,50-75%,50-75%,0-2.5%
138217,7/27/2023,2300444-77,,612,2023,2022&2023,BARRON,DALLAS,32,12,W,20,NW,SW,NA,7.59,1,NA,999,1,NA,374,1,382,1,10.7,1,NA,28.3,1,NA,0.4,1,<,0.005,1,,98.31,1,,0.017,1,,0.013,1,,62.32,1,,33.13,1,,2.331,1,NA,26.02,1,<,0.004,1,,71.5,1,,0.017,1,,0.257,1,40409,-91.880676,45.2448203,64,18900,NA,114300,187200,291600,NA,30600,NA,NA,NA,NA,NA,NA,NA,NA,8100,NA,53100,NA,7200,NA,NA,60300,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772200,772200,0.148018648,0.242424242,0.377622378,18900,0.024475524,0.03962704,0,593100,0.768065268,0,754.11,NA,144789.12,479111.22,78678.81,52033.59,10557.54,6535.62,772460.01,765924.39,0.189038398,0.067935674,0.01378405,0,0.102723991,0.625533311,0.000984575,3.912044634,1,0,382,0.03962704,0.807692308,0.39044289,Moderately Well Drained,75-100%,0-25%,0-25%,0-25%,25-50%,25-50%,75-100%,0-2.5%
138218,,2300444-78,,612,2023,2022&2023,BARRON,DALLAS,32,12,W,29,NW,SW,NA,7.96,1,NA,146,1,NA,68,1,77,1,0.6,1,NA,2.1,1,NA,-0.6,1,<,0.005,1,,18.78,1,,0.033,1,,0.224,1,,0.76,1,,7.247,1,,0.004,1,NA,1.34,1,<,0.004,1,,4.76,1,,0.008,1,,0.161,1,40410,-91.8806791,45.2302939,65,NA,3600,242100,NA,327600,6300,82800,NA,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102600,4500,8100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779400,779400,0.310623557,0,0.420323326,3600,0.004618938,0.106235566,0,576000,0.739030023,0.008083141,93509.64,233019.99,33683.58,110100.06,102307.59,171685.71,10557.54,18852.75,773716.86,754864.11,0.044622045,0.227439227,0.013986014,0.308691309,0.135531136,0.145854146,0.123876124,4.401265401,1,0,77,0.106235566,0.845265589,0.310623557,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,25-50%,75-100%,0-2.5%
138219,7/1/2023,2300444-79,,612,2023,2022&2023,BARRON,CLINTON,34,13,W,30,SW,NW,NA,7.94,1,NA,364,1,NA,78,1,172,1,13.9,1,NA,32.6,1,NA,-0.3,1,<,0.005,1,,43.27,1,<,0.001,1,<,0.007,1,,0.648,1,,15.46,1,<,0.0015,1,NA,5.173,1,<,0.004,1,,3.91,1,,0.003,1,,0.023,1,40411,-92.0227251,45.402298,66,NA,26100,229500,45900,273600,NA,122400,NA,NA,NA,9000,NA,NA,2700,NA,18000,NA,NA,NA,NA,NA,NA,17100,34200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778500,778500,0.294797688,0.058959538,0.351445087,26100,0.033526012,0.157225434,0,549000,0.705202312,0,NA,NA,42481.53,542707.83,129706.92,57312.36,NA,NA,772208.64,772208.64,0.055013021,0.07421875,0,0,0.16796875,0.702799479,0,3.738606771,1,0,172,0.157225434,0.862427746,0.353757226,Moderately Well Drained,50-75%,0-25%,0-25%,0-25%,25-50%,25-50%,75-100%,2.5-5%
138220,7/11/2023,2300444-80,,612,2023,2022&2023,BARRON,BEAR LAKE,36,12,W,20,NW,NW,NA,8.14,1,NA,260,1,NA,146,1,145,1,0.2,1,NA,0.8,1,NA,0.2,1,<,0.005,1,,35.99,1,<,0.001,1,,0.018,1,,0.892,1,,13.36,1,<,0.0015,1,NA,3.621,1,<,0.004,1,,1.64,1,<,0.0012,1,,0.13,1,40412,-91.8784796,45.5889804,67,NA,NA,NA,NA,NA,NA,NA,20700,51300,44100,NA,27000,NA,225000,NA,266400,NA,NA,NA,8100,NA,NA,18000,16200,13500,NA,NA,13500,31500,NA,24300,10800,NA,NA,NA,770400,770400,0,0,0,0,0,0,0.026869159,0,0,0,7792.47,NA,NA,651551.04,30415.77,7038.36,69629.49,6786.99,773214.12,766427.13,0,0.009183339,0.090849459,0,0.039685143,0.850114792,0.010167268,3.699901607,1,0,145,0.026869159,0.026869159,0,Moderately Well Drained,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-25%,0-2.5%
