FIPS,CommunityName,StateAbbr,Region,Population,PopulationGroup,PopulationGroupOrder,RegionOrder,dollarsPerCapita,percentOfMuniBud,dollarsPerPublicTree,budgetNeeds,raPlan,raPrun,raRem,raAdmin,raOther,publicTreeAssetValue,publicTreeAssetInd,treeBoard,ordinance,ordinanceYear,writtenStratPlan,writtenStratPlanUpToDate,treeResourceInventoryExists,treeResourceInventory,canCovGoal,percentCanGoal,percentCurCan,yearsToGoal,percentCanProgress,greenSpaceAreaMeters,greenSpaceAreaFeet,currentPrunInsCyc,desiredPrunInsCyc,yearsOfPrunInsCyc,percentAttPrunInsCyc,activeManagement,strTrStockingLevel,prkTrStockingLevel,munTrStockingLevel,pubStrTrDensity,manPubTrPerCap,manPubTrPerEmp,plantedTrStab,tcAdvisoryBoard,tcOrdinance,tcBudgetValue,tcBudget,tcArborDay,tcScore,carsStaff,carsOrdinance,carsOrdMainHave,carsOrdPlantHave,carsOrdProthave,carsAdvocacy,carsManagement,carsScore,smaStaff,smaMasterPlan,smaStatus,smaAward,smaPreference,smaStandards,smaScore,cmManagement,cmFunding,cmStaffing,cmAssessment,cmProtection,cmSelection,cmStandards,cmSafety,cmRecycling,cmResourceManagement,cmInteraction,cmGreenCooperation,cmInvolvement,cmAction,cmAgencyCooperation,cmRegionalCooperation,cmAwareness,cmCommunityFramework,cmCanopyCover,cmAge,cmSpeciesMix,cmVegetationResource,cmScore,cmRelativeScore,cmResourceManagementRelative,cmCommunityFrameworkRelative,cmVegetationResourceRelative
2573440,Watertown Town,MA,Northeast,31915,25-49.9k,4,3,9.342002193,0.420754701,63.84368308,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.146326179,849.0909091,28,100,0,9.342002193,100,100,75,100,#N/A,#N/A,#N/A,#N/A,100,100,74.75,0,100,100,0,#N/A,#N/A,#N/A,2.5,#N/A,3,3,1,1,#N/A,1,2,#N/A,2.5,2.5,2.5,2.5,3,2.5,2.5,18,1,3,2,8,#N/A,#N/A,#N/A,52.38095238,33.33333333
2582000,Worcester,MA,Northeast,181045,100-249.9k,6,3,8.103118009,0.617451175,36.675725,25,10,0,25,20,45,#N/A,N,100,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,69.29363418,745.8698114,#N/A,#N/A,#N/A,#N/A,0,80,90.90909091,95.23809524,5.182689816,0.220939545,4444.444444,550,100,100,8.103118009,100,#N/A,#N/A,100,#N/A,#N/A,100,100,100,100,74.75,100,100,#N/A,100,#N/A,100,#N/A,2.5,1,4,4,1,2,#N/A,3,2,#N/A,2.5,3,2.5,3,3,3,2.5,19.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,59.52380952,22.22222222
2603000,Ann Arbor,MI,Midwest,113934,100-249.9k,6,2,18.69075956,0.651838983,42.42057769,25,10,15,27,32,16,#N/A,N,100,100,0,100,100,100,100,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,90.14635771,#N/A,#N/A,146.779661,0.440605965,#N/A,395,100,100,18.69075956,100,100,100,100,#N/A,100,100,#N/A,100,100,74.75,100,100,100,100,0,100,85.71428571,2.5,1,4,4,2,3,4,2,2,24.5,3,3,2.5,3,3,2.5,3,20,4,4,4,16,60.5,67.5,57.40740741,61.9047619,100
2621000,Dearborn,MI,Midwest,98153,50-99.9k,5,2,9.169358043,0.353470288,16.36363636,100,10,10,15,25,40,#N/A,N,100,100,100,100,100,100,0,100,60,50,#N/A,83.33333333,45.35313235,488.1766222,5,#N/A,#N/A,#N/A,0,94.59459459,98.68421053,96.15384615,179.4871795,0.560349658,5500,-600,100,100,9.169358043,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,0,#N/A,2.5,2,3,2,3,4,2,2,4,24.5,3,4,3,3,3,3,3,22,1,2,2,6.666666667,53.16666667,55.27777778,57.40740741,71.42857143,22.22222222
2621020,Dearborn Heights,MI,Midwest,57774,50-99.9k,5,2,3.288676567,0.456412783,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,100,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,5,3,62.5,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,3.288676567,100,100,100,#N/A,100,100,100,100,100,0,49.75,#N/A,0,100,0,100,0,#N/A,1,3,2.5,1,3,3.5,#N/A,2,4,#N/A,3,3,2.5,2.5,4,3,2.5,20.5,1,1,1,4,#N/A,#N/A,#N/A,64.28571429,0
2626099,Macomb,MI,Midwest,79580,50-99.9k,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,0,#N/A,0,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,0,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,2.5,#N/A,1,1,#N/A,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2627440,Farmington Hills,MI,Midwest,79740,50-99.9k,5,2,5.648908954,0.568922899,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,100,#N/A,0,#N/A,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,5.648908954,100,100,100,100,100,100,100,100,100,0,75,#N/A,0,100,0,#N/A,100,#N/A,1,#N/A,3,2,3,4,2,2,4,#N/A,2,2,3,2.5,3,3,3,18.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,54.76190476,22.22222222
2634000,Grand Rapids,MI,Midwest,188040,100-249.9k,6,2,9.607392044,0.554732878,21.25381176,30,11,35,20,8,26,6498731,N,100,100,#N/A,100,100,100,#N/A,100,40,#N/A,#N/A,#N/A,32.30342938,347.7109126,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,100,0.452031483,9444.444444,717,100,100,9.607392044,100,100,100,100,#N/A,#N/A,100,100,100,100,74.75,100,100,100,0,#N/A,#N/A,#N/A,2.5,1,4,4,1,3,2,2,3,22.5,2.5,2.5,2,2.5,#N/A,3,3,#N/A,1,4,4,12,#N/A,#N/A,50,#N/A,66.66666667
2649000,Livonia,MI,Midwest,96942,50-99.9k,5,2,15.47316952,1.076148845,10.20408163,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,#N/A,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,152.787312,1644.587485,7,#N/A,#N/A,#N/A,0,82.22222222,#N/A,#N/A,86.04651163,1.516370613,84000,0,#N/A,100,15.47316952,100,100,#N/A,100,#N/A,#N/A,100,100,100,0,49.75,100,0,100,100,100,100,85.71428571,1,2,4,2,1,3,#N/A,2,4,#N/A,2,2.5,2,2,2,2.5,2.5,15.5,1,2,2,6.666666667,#N/A,#N/A,#N/A,40.47619048,22.22222222
2653780,Midland,MI,Midwest,41863,25-49.9k,4,2,21.83978692,1.052193688,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20,10,10,50,100,#N/A,#N/A,#N/A,108.5271318,#N/A,#N/A,#N/A,100,100,21.83978692,100,100,100,100,#N/A,#N/A,100,#N/A,100,#N/A,#N/A,100,#N/A,100,100,#N/A,#N/A,#N/A,#N/A,3,4,2,1,3,#N/A,#N/A,4,#N/A,3,3,4,2,3,3,2,20,1,2,2,6.666666667,#N/A,#N/A,#N/A,61.9047619,22.22222222
2653960,Milford,MI,Midwest,6175,5-9.9k,2,2,5.991902834,0.32871194,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,0,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,#N/A,#N/A,#N/A,100,90.90909091,100,71.42857143,#N/A,#N/A,#N/A,#N/A,100,100,5.991902834,100,100,100,#N/A,#N/A,#N/A,100,#N/A,100,0,24.5,#N/A,0,100,0,#N/A,#N/A,#N/A,1,4,2.5,1,1,3.5,#N/A,2,2,#N/A,3,3,3,3,3,3,3,21,1,1,1,4,#N/A,#N/A,#N/A,66.66666667,0
2661620,Otsego,MI,Midwest,3956,2.5-4.9k,1,2,10.03033367,0.658869163,#N/A,100,0,0,0,54,46,#N/A,N,0,100,#N/A,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,156.5140495,1684.701719,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,10.03033367,100,0,50,100,100,100,100,100,0,100,75,100,100,0,0,#N/A,#N/A,#N/A,2.5,4,3,3,2,4,#N/A,1,2,#N/A,3,2.5,2.5,2.5,2,2.5,4,19,1,2,2,6.666666667,#N/A,#N/A,#N/A,57.14285714,22.22222222
2665560,Portage,MI,Midwest,46292,25-49.9k,4,2,1.987384429,0.14166393,2.875,100,0,2,18,0,80,#N/A,N,100,100,0,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,75.1814482,809.245658,#N/A,#N/A,#N/A,#N/A,0,80,90.90909091,80,85.47008547,0.691264149,16000,-85,100,100,1.987384429,0,100,75,100,#N/A,#N/A,100,100,100,0,49.75,100,0,100,100,#N/A,100,#N/A,1,2,4,1,1,2,3,1,3,18,2,2.5,2.5,2,2,2.5,2.5,16,1,1,1,4,38,30,33.33333333,42.85714286,0
2669035,Rochester Hills,MI,Midwest,70995,50-99.9k,5,2,11.5722234,0.676141497,#N/A,14,9.5,22.1,13.9,54.5,0,8200000,N,100,100,100,100,#N/A,100,0,0,#N/A,31,#N/A,#N/A,#N/A,#N/A,5,5,0,100,100,#N/A,#N/A,#N/A,66.43356643,#N/A,#N/A,-159,100,100,11.5722234,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,2.5,2,4,2,4,3,4,2,4,27.5,2,2.5,2,2.5,2,2,3,16,1,2,2,6.666666667,50.16666667,50.27777778,68.51851852,42.85714286,22.22222222
2670040,Royal Oak,MI,Midwest,57236,50-99.9k,5,2,13.97721714,0.55989666,28.57142857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,#N/A,100,#N/A,0,#N/A,100,#N/A,#N/A,#N/A,75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,0.4892026,5600,-100,#N/A,100,13.97721714,100,100,#N/A,100,#N/A,#N/A,#N/A,100,100,0,49.75,100,0,100,100,#N/A,#N/A,#N/A,1,1,4,2,1,2,4,1,2,18,2.5,3,3,3,3,3,3,20.5,1,2,2,6.666666667,45.16666667,41.94444444,33.33333333,64.28571429,22.22222222
2670520,Saginaw,MI,Midwest,51508,50-99.9k,5,2,12.81354353,0.538512338,11,34,8,15,65,5,7,#N/A,N,100,100,#N/A,0,#N/A,100,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,200,1.164867593,3314.917127,-232,100,100,12.81354353,100,100,100,0,100,100,100,100,100,0,50,0,0,100,100,#N/A,#N/A,#N/A,1,1,2.5,2,1,3,#N/A,1,2,#N/A,2,1,1,3,2.5,1,2.5,13,1,2,2,6.666666667,#N/A,#N/A,#N/A,28.57142857,22.22222222
2670760,St. Clair Shores,MI,Midwest,59715,50-99.9k,5,2,8.373105585,0.515463918,25,50,10,30,30,20,10,#N/A,N,0,100,#N/A,0,#N/A,100,#N/A,100,30,13,#N/A,43.33333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.334924223,#N/A,#N/A,100,100,8.373105585,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1,2,3,1,1,3,#N/A,1,3,#N/A,2,2.5,2,2,3,2,3,16.5,1,1,1,4,#N/A,#N/A,#N/A,45.23809524,0
2672820,Shelby Township,MI,Midwest,73804,50-99.9k,5,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,193.5588288,2083.448052,2,1,1,50,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,100,100,#N/A,#N/A,0,#N/A,0,#N/A,100,100,#N/A,100,0,24.75,0,0,0,0,#N/A,#N/A,#N/A,1.5,#N/A,2.5,1,2,3,#N/A,1,3,#N/A,2.5,2.5,2,2.5,2.5,2,4,18,1,1,1,4,#N/A,#N/A,#N/A,52.38095238,0
2688260,Wolverine Lake,MI,Midwest,4312,2.5-4.9k,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,-0.5,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,1,#N/A,2.5,1,1,1,#N/A,1,#N/A,#N/A,2.5,2.5,2.5,2.5,3,2.5,3,18.5,1,1,1,4,#N/A,#N/A,#N/A,54.76190476,0
2689140,Ypsilanti,MI,Midwest,19435,10-24.9k,3,2,1.800874711,0.241210729,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,0,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,1.800874711,0,0,50,100,100,100,100,100,100,0,75,0,0,0,0,0,0,14.28571429,1,2,3,1,3,3.5,#N/A,4,3,#N/A,2.5,3,3,2.5,2.5,2.5,3,19,1,1,1,4,#N/A,#N/A,#N/A,57.14285714,0
2701486,Andover,MN,Midwest,30598,25-49.9k,4,2,5.555918687,0.394277201,#N/A,100,20,20,10,10,40,#N/A,#N/A,100,100,0,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,175,100,100,5.555918687,100,100,100,100,100,100,100,100,100,0,75,100,0,100,0,#N/A,#N/A,#N/A,1,2,4,4,2,2,#N/A,1,3,#N/A,3,3,2,3,2.5,2.5,3,19,1,#N/A,2,#N/A,#N/A,#N/A,#N/A,57.14285714,#N/A
2701900,Apple Valley,MN,Midwest,49084,25-49.9k,4,2,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,100,100,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.203732377,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,100,100,#N/A,100,100,#N/A,#N/A,#N/A,#N/A,3.5,4,3,4,2,3,4,4,3,30.5,3,3,2.5,3,3,3,3,20.5,1,4,2,9.333333333,60.33333333,67.22222222,79.62962963,64.28571429,44.44444444
2706382,Blaine,MN,Midwest,57186,50-99.9k,5,2,8.397160144,1.067111111,#N/A,10,15,30,20,20,15,#N/A,N,100,100,0,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,101.3830922,1091.277557,5,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,100,100,8.397160144,100,100,100,100,100,100,100,100,100,0,75,100,100,100,100,0,0,71.42857143,3,2,4,1,2,2,#N/A,3,4,#N/A,2.5,2.5,2,2.5,3,2,3,17.5,1,1,1,4,#N/A,#N/A,#N/A,50,0
2706616,Bloomington,MN,Midwest,82893,50-99.9k,5,2,5.58122061,0.303382502,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.5,11,-2.5,129.4117647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-577,100,100,5.58122061,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,#N/A,#N/A,2.5,#N/A,4,4,2,3.5,3,2,3,#N/A,2.5,3,#N/A,3,3,3,3,#N/A,1,4,2,9.333333333,#N/A,#N/A,#N/A,#N/A,44.44444444
2707966,Brooklyn Park,MN,Midwest,75781,50-99.9k,5,2,8.31267732,0.505173355,7.8742875,100,2.1,31,18,31,17.9,#N/A,#N/A,0,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,108.4061414,1166.872963,7,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,47.70992366,1.055673586,17777.77778,24,100,100,8.31267732,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,100,#N/A,1,4,3,4,2,3,3,1,3,24,#N/A,4,3,3,3,3,3,#N/A,1,2,2,6.666666667,#N/A,#N/A,55.55555556,#N/A,22.22222222
2708794,Burnsville,MN,Midwest,60306,50-99.9k,5,2,11.57350844,0.818935379,5.45991614,100,14,19,9,23,35,#N/A,N,100,100,100,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,190.9820509,2055.711869,#N/A,#N/A,#N/A,#N/A,100,80.52074541,93.39323467,99.90780266,53.9173913,2.119722747,31958,150,100,100,11.57350844,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100,71.42857143,3.5,3,4,4,2,4,#N/A,1,3,#N/A,3,2,2,2.5,3,3,3,18.5,4,2,2,10.66666667,#N/A,#N/A,#N/A,54.76190476,55.55555556
2713114,Coon Rapids,MN,Midwest,61476,50-99.9k,5,2,4.794000911,0.547808003,14.7358,100,3,20,40,25,12,#N/A,N,0,100,0,100,100,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,5,5,50,100,#N/A,#N/A,#N/A,114.2857143,0.32533021,20000,-561,100,100,4.794000911,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,#N/A,0,#N/A,2.5,3,4,2,1,3,2,1,2,20.5,2.5,3,2,2,3,2.5,2.5,17.5,1,2,2,6.666666667,44.66666667,41.11111111,42.59259259,50,22.22222222
2714158,Crystal,MN,Midwest,22151,10-24.9k,3,2,6.771703309,1.081758749,30,20,30,13,20,1,36,#N/A,#N/A,100,100,100,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,52.79863392,568.3192632,6,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,44.02298851,0.225723444,3333.333333,190,100,100,6.771703309,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,100,#N/A,4,2,4,4,1,3,#N/A,2,2,#N/A,2,2,1,1,3,2,2,13,1,2,2,6.666666667,#N/A,#N/A,#N/A,28.57142857,22.22222222
2717000,Duluth,MN,Midwest,86265,50-99.9k,5,2,5.21648409,0.176792142,37.5,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,0,#N/A,100,100,0,#N/A,43.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,76.90110912,#N/A,#N/A,23.158,0.139106242,750,#N/A,100,100,5.21648409,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,100,0,71.42857143,1,2,4,2,3,4,#N/A,2,2,#N/A,3,3,2.5,3,3,2.5,3,20,2,2,2,8,#N/A,#N/A,#N/A,61.9047619,33.33333333
2717288,Eagan,MN,Midwest,64206,50-99.9k,5,2,8.161231038,0.914525641,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-28,100,100,8.161231038,100,#N/A,#N/A,100,100,100,100,100,100,100,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,4,3,4,4,4,#N/A,2,4,#N/A,2,4,2.5,3,4,3,3,21.5,1,4,2,9.333333333,#N/A,#N/A,#N/A,69.04761905,44.44444444
2717486,East Bethel,MN,Midwest,11626,10-24.9k,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,100,#N/A,100,100,100,100,100,100,0,75,100,0,100,100,#N/A,#N/A,#N/A,1.5,#N/A,4,1,1,3,#N/A,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,4,#N/A,#N/A,#N/A,#N/A,0
2718116,Eden Prairie,MN,Midwest,60797,50-99.9k,5,2,5.127109068,0.319399345,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,0,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-890,100,100,5.127109068,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,0,0,57.14285714,1,2,4,1,3,3.5,3,2,3,22.5,2.5,3,3,3,3,3,3,20.5,1,1,1,4,47,45,50,64.28571429,0
2718188,Edina,MN,Midwest,47941,25-49.9k,4,2,4.176925805,0.220903238,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,4.176925805,100,100,100,100,100,100,100,100,100,#N/A,#N/A,100,#N/A,100,100,#N/A,#N/A,#N/A,#N/A,4,4,2,1,3,#N/A,2,3,#N/A,2.5,3,3,3,#N/A,3,4,#N/A,1,#N/A,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2722814,Fridley,MN,Midwest,27208,25-49.9k,4,2,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,100,#N/A,100,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,#N/A,0,#N/A,#N/A,100,100,100,100,100,0,49.75,#N/A,100,0,0,#N/A,#N/A,#N/A,2.5,#N/A,2.5,1,3,3,#N/A,1,2,#N/A,2.5,3,1,2.5,2.5,1,3,15.5,1,1,1,4,#N/A,#N/A,#N/A,40.47619048,0
2737322,Lino Lakes,MN,Midwest,20216,10-24.9k,3,2,3.132865057,0.386182927,21.11133333,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,100,100,100,100,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,0.148397309,150,82,100,100,3.132865057,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,#N/A,100,#N/A,2.5,4,4,4,4,3,#N/A,1,3,#N/A,3,4,3,3,4,3,3,23,1,2,2,6.666666667,#N/A,#N/A,#N/A,76.19047619,22.22222222
2738060,Long Prairie,MN,Midwest,3458,2.5-4.9k,1,2,#N/A,#N/A,#N/A,30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,0,#N/A,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,0,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,100,100,100,0,24.5,#N/A,0,0,0,#N/A,#N/A,#N/A,1.5,#N/A,2.5,1,1,1,#N/A,1,2,#N/A,2.5,2.5,2.5,2,3,2.5,2.5,17.5,1,1,1,4,#N/A,#N/A,#N/A,50,0
2739878,Mankato,MN,Midwest,39309,25-49.9k,4,2,15.69434481,0.645278451,43.04856605,11,6,23,10,27,34,43261910,N,0,100,0,100,100,100,100,0,#N/A,8.6,#N/A,#N/A,#N/A,#N/A,15,7,8,46.66666667,100,#N/A,#N/A,#N/A,#N/A,0.364572999,1433.1,206,100,100,15.69434481,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,85.71428571,2.5,2,4,4,1,3,4,2,3,25.5,3,3,2,2,3,3,2.5,18.5,1,2,2,6.666666667,50.66666667,51.11111111,61.11111111,54.76190476,22.22222222
2740166,Maple Grove,MN,Midwest,61567,50-99.9k,5,2,2.027059951,0.140224719,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,#N/A,0,#N/A,100,100,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,100,2.027059951,100,100,100,0,100,100,100,100,100,0,50,0,0,100,0,#N/A,#N/A,#N/A,1,#N/A,2.5,4,2,4,#N/A,1,3,#N/A,3,4,3,2.5,3,3,3,21.5,1,4,2,9.333333333,#N/A,#N/A,#N/A,69.04761905,44.44444444
2741570,Melrose,MN,Midwest,3598,2.5-4.9k,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,0,#N/A,100,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,#N/A,#N/A,0,#N/A,#N/A,#N/A,100,#N/A,100,0,0,-0.5,#N/A,0,0,0,#N/A,#N/A,#N/A,1,#N/A,2.5,1,1,2,#N/A,2,2,#N/A,2.5,3,2.5,3,3,2.5,3,19.5,1,1,1,4,#N/A,#N/A,#N/A,59.52380952,0
