"","SAMPLE_ID","SAMP_DATE","LABNO","WUWN.x","GROUP_ID","YEAR","COUNTY","TOWNSHIP","TOWN","RANGE","RANGE_DIR","SECTION","QS","QQS","pH_Qual","pH","pH_Rel","Cond_Qual","Conductivity","Cond_Rel","Alk_Qual","Alkalinity","Alk_Rel","Total.Hardness","Thard_Rel","Nitrate","NO3_Rel","Cl_Qual","Chloride","Cl_Rel","SI_Qual","SI","SI_Rel","As_Qual","Arsenic","As_Rel","Ca_Qual","Calcium","Ca_Rel","Cu_Qual","Copper","Cu_Rel","Fe_Qual","Iron","Fe_Rel","K_Qual","Potassium","K_Rel","Mg_Qual","Magnesium","Mg_Rel","Mn_Qual","Manganese","Mn_Rel","Na_Qual","Sodium","Na_Rel","Pb_Qual","Lead","Pb_Rel","SO4_Qual","Sulfate","SO4_Rel","Zn_Qual","Zinc","Zn_Rel","P_Qual","P","P_Rel","PROJECT_ID","ID","WUWN.y","X1100","X1200","X2110","X2120","X2130","X2140","X3110","X3120","X3210","X3220","X4110","X4120","X4130","X4210","X4220","X4230","X4240","X4250","X4300","X5000","X6100","X6210","X6220","X6230","X6310","X6320","X6330","X6410","X6420","X6430","X6440","X6450","X7000","X8000","X65535","area.x","area2","CASH_PERC","CORN_PERC","DAIRY_PERC","URBAN_area","URBAN_PERC","HAY_PERC","PASTURE_PERC","AG_area","AG_PERC","POT_VEG_PERC","Excessively.drained","Somewhat.excessively.drained","Well.Drained","Moderately.well.drained","Somewhat.poorly.drained","Poorly.drained","Very.poorly.drained","Water","area.ssurgo","area_ssurgo_nowater","perc_wd","perc_pd","perc_vpd","perc_sed","perc_spd","perc_mwd","perc_ed","weighted.rank","LONGITUDE","LATITUDE","Construction.Date","Well.Bottom..ft","Static.Water.Level..ft","Casing.Bottom..ft","Casing.Below.Water.Table..ft..","Depth.to.Bedrock","Bedrock.Top","Well.Finished","Comments","cnt","cnt_Thard","THard","Top.Bedrock","HAY_PAST","AG_HAY_PAST","ROWCROP","DB_WT","WELL_DEPTH_CAT","DRAIN_CAT","AG_CAT","HAY_CAT","PASTURE_CAT","HAY_PAST_CAT","DAIRY_CAT","ROWCROP_CAT","AG_HAY_PAST_CAT","URBAN_CAT"
"612",135801,"4/30/2023","2300291-XR","AO141",603,2023,"JEFFERSON","PALMYRA",5,16,"E",24,"NE","NE",NA,8.27,1,NA,847,1,NA,415,1,447,1,0.05,1,NA,23.1,1,NA,1.1,1,"<",0.005,1,"",94.18,1,"",0.001,1,"",0.8,1,"",1.341,1,"",51.52,1,"",0.029,1,NA,7.431,1,"<",0.004,1,NA,36.38,1,"<",0.006,1,"<",0.005,1,30715,2359,"AO141",NA,63000,965700,70200,78300,NA,NA,9900,NA,63000,NA,NA,NA,NA,NA,209700,106200,NA,NA,NA,NA,93600,NA,134100,152100,NA,NA,NA,35100,7200,NA,NA,NA,NA,NA,1988100,1988100,0.485740154,0.035310095,0.039384337,63000,0.031688547,0,0.004979629,1114200,0.560434586,0,NA,26681.7,221935.2,82165.5,490695.9,121392.9,101779.2,NA,1978510,1044650.4,0.212449256,0.11620433,0.097428958,0.025541272,0.469722598,0.078653586,0,3.269113667,-88.5424576,42.88429919,29196,NA,40,58,18,NA,NA,NA,NA,1,0,447,NA,0.004979629,0.565414215,0.521050249,18,"0-25 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","50-75%","2.5-5%"
"613",135802,"5/19/2023","2300291-XT","UE718",603,2023,"JEFFERSON","CONCORD",7,16,"E",20,"NE","SE",NA,8.26,1,NA,877,1,NA,384,1,443,1,0.05,1,NA,31.5,1,NA,1,1,"<",0.005,1,"",90.35,1,"<",0.001,1,"",0.038,3,"",1.879,1,"",52.7,1,"",0.012,1,NA,12.51,1,"<",0.004,1,NA,60.42,1,"",0.01,1,"<",0.005,1,30717,1597,"UE718",NA,27000,433800,NA,188100,NA,29700,214200,NA,115200,NA,NA,NA,NA,NA,73800,289800,87300,NA,8100,NA,7200,NA,163800,NA,NA,NA,212400,NA,NA,125100,NA,NA,NA,NA,1975500,1975500,0.219589977,0,0.095216401,27000,0.013667426,0.015034169,0.108428246,621900,0.314806378,0,NA,39227.4,695314.5,83579.1,368949.6,354460.2,424256.7,NA,1978510,1965787.5,0.353707865,0.180314607,0.215820225,0.019955056,0.187685393,0.042516854,0,3.197842697,-88.62139642,43.05659766,39226,202,15,50,35,50,NA,NA,NA,1,0,443,NA,0.123462415,0.438268793,0.219589977,35,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","0-2.5%"
"614",135803,"5/3/2023","2300291-XU","SY401",603,2023,"JEFFERSON","FARMINGTON",7,15,"E",29,"NW","SW",NA,8.3,1,NA,646,1,NA,363,1,340,1,0.05,1,NA,1.2,1,NA,1,1,"",0.006,1,"",71.13,1,"",0.002,1,"",1.517,1,"",1.923,1,"",39.3,1,"",0.148,1,NA,3.241,1,"<",0.004,1,NA,6.9,1,"<",0.006,1,"",0.036,1,30718,1422,"SY401",NA,36900,903600,NA,367200,NA,NA,119700,NA,137700,NA,36000,NA,NA,NA,NA,50400,NA,NA,NA,NA,NA,NA,200700,NA,NA,NA,14400,NA,116100,3600,NA,NA,NA,NA,1986300,1986300,0.454916176,0,0.184866334,36900,0.018577254,0,0.0602628,1270800,0.63978251,0,NA,20143.8,271234.5,49476,395808,80221.8,1154204.4,NA,1978510,1971088.5,0.137606455,0.040699238,0.58556701,0.010219632,0.200806813,0.025100852,0,2.119139399,-88.75371251,43.0453627,38552,253,42,246,204,246,NA,NA,NA,1,0,340,NA,0.0602628,0.70004531,0.454916176,204,"> 100 FT","Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","0-2.5%"
"615",135804,"5/2/2023","2300291-XV","LW250",603,2023,"JEFFERSON","CONCORD",7,16,"E",4,"SW","NW",NA,8.22,1,NA,1585,1,NA,424,1,588,1,0.05,1,NA,244,1,NA,1.1,1,"<",0.005,1,"",120.9,1,"",0.004,1,"",1.546,1,"",2.097,1,"",69.56,1,"",0.025,1,NA,105.2,1,"<",0.004,1,NA,70.4,1,"",0.021,1,"",0.011,1,30719,918,"LW250",NA,26100,921600,NA,189000,NA,900,112500,NA,106200,NA,NA,NA,NA,NA,NA,23400,35100,NA,NA,NA,34200,NA,122400,NA,NA,NA,124200,NA,253800,27000,NA,NA,NA,NA,1976400,1976400,0.466302368,0,0.095628415,26100,0.013205829,0.000455373,0.056921676,1110600,0.561930783,0,1943.7,21557.4,576218.7,30392.4,470198.7,171752.4,682768.8,NA,1978510,1954832.1,0.294766338,0.087860436,0.349272349,0.01102775,0.240531501,0.01554732,0.000994305,2.855735334,-88.6170667,43.09821432,35621,145,30,65,35,65,NA,NA,NA,1,0,588,NA,0.057377049,0.619307832,0.466302368,35,"25-50 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","0-2.5%"
"616",135805,"5/1/2023","2300291-XW","IF055",603,2023,"JEFFERSON","WATERTOWN",8,15,"E",11,"NE","SW",NA,8.3,1,NA,791,1,NA,373,1,417,1,0.05,1,NA,19.9,1,NA,1.1,1,"",0.006,1,"",86.29,1,"",0.003,1,"",0.142,2,"",1.742,1,"",48.83,1,"",0.056,1,NA,6.618,1,"<",0.004,1,NA,48.92,1,"",0.044,1,"",0.006,1,30720,536,"IF055",35100,314100,739800,NA,167400,NA,18000,81900,NA,116100,NA,36000,NA,NA,NA,NA,173700,NA,NA,129600,NA,NA,13500,4500,NA,NA,NA,85500,NA,29700,36000,NA,NA,NA,NA,1980900,1980900,0.373466606,0,0.084507042,349200,0.176283507,0.009086779,0.041344843,907200,0.457973648,0,NA,18553.5,491049.3,157616.4,642304.5,498294,72270.3,NA,1978510,1880088,0.261184211,0.265037594,0.03843985,0.009868421,0.341635338,0.083834586,0,3.293890977,-88.68284968,43.1756859,34724,100,7,42,35,12,NA,NA,NA,1,0,417,NA,0.050431622,0.50840527,0.373466606,35,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"617",135806,"5/4/2023","2300291-XX","KM509",603,2023,"JEFFERSON","IXONIA",8,16,"E",25,"SE","SE",NA,8.29,1,NA,866,1,NA,361,1,456,1,0.4,1,NA,33.5,1,NA,1.1,1,"<",0.005,1,"",100.1,1,"",0.012,1,"",0.789,1,"",1.037,1,"",49.98,1,"",0.071,1,NA,6.255,1,"<",0.004,1,NA,78.34,1,"",0.022,1,"",0.04,1,30721,562,"KM509",171000,740700,341100,2700,438300,NA,1800,15300,NA,25200,NA,NA,NA,NA,NA,NA,45000,9900,NA,NA,NA,49500,NA,61200,27900,NA,NA,28800,NA,14400,NA,NA,9000,NA,NA,1981800,1981800,0.172116258,0.001362398,0.221162579,911700,0.460036331,0.000908265,0.007720254,782100,0.394641235,0,NA,4594.2,793029.6,12899.1,498824.1,56720.7,185888.4,NA,1978510,1551956.1,0.510987134,0.036547877,0.119776842,0.002960264,0.321416373,0.008311511,0,3.763065012,-88.54366646,43.12410764,34961,76,25,73,48,NA,NA,NA,NA,1,0,456,NA,0.008628519,0.403269754,0.173478656,48,"25-50 FT","Moderately Well Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","30-100%"
"618",135807,"4/30/2023","2300291-XY","OO973",603,2023,"JEFFERSON","PALMYRA",5,16,"E",27,"NW","NW",NA,8.36,1,NA,651,1,NA,323,1,336,1,0.05,1,NA,8.4,1,NA,1,1,"<",0.005,1,"",74.28,1,"",0.167,1,"",1.206,1,"",1.477,1,"",36.57,1,"",0.032,1,NA,6.169,1,"",0.006,1,NA,33.75,1,"",0.158,1,"<",0.005,1,30722,2366,"OO973",99000,463500,226800,18900,344700,NA,43200,173700,NA,44100,NA,NA,NA,NA,NA,NA,58500,NA,NA,NA,NA,38700,NA,133200,75600,NA,NA,NA,168300,93600,NA,NA,NA,NA,NA,1981800,1981800,0.114441417,0.009536785,0.173932788,562500,0.283832879,0.021798365,0.087647593,590400,0.29791099,0,116445.3,35340,141713.4,621277.2,364885.5,313112.4,383085.6,NA,1978510,1975859.4,0.071722411,0.158468968,0.193883026,0.017885888,0.184671794,0.314433912,0.058934001,3.201037382,-88.59654837,42.87078022,36899,158,25,144,119,144,NA,NA,NA,1,0,336,NA,0.109445958,0.407356948,0.123978202,119,"> 100 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","5-30%"
"619",135808,"5/2/2023","2300291-XZ","YG242",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",16,"NE","NW",NA,8.34,1,NA,752,1,NA,320,1,357,1,6.6,1,NA,31.9,1,NA,1,1,"<",0.005,1,"",74.92,1,"",0.134,1,"",0.024,1,"",1.841,1,"",41.34,1,"<",0.001,1,NA,13.71,1,"",0.022,1,NA,23.97,1,"",0.299,1,"<",0.005,1,30723,2303,"YG242",413100,1212300,NA,NA,43200,NA,41400,90900,NA,14400,NA,14400,NA,NA,NA,NA,71100,NA,NA,NA,NA,NA,NA,NA,20700,NA,NA,55800,NA,NA,NA,NA,NA,NA,NA,1977300,1977300,0,0,0.021847975,1625400,0.822030041,0.020937642,0.04597178,43200,0.021847975,0,NA,3710.7,1613094.3,29508.9,260455.8,53010,18023.4,NA,1978510,1977803.1,0.815599035,0.026802466,0.009112838,0.001876173,0.131689449,0.014920039,0,4.606718485,-88.84524939,42.90213297,40805,143,33,63,30,14,NA,NA,NA,1,0,357,NA,0.066909422,0.088757397,0,30,"25-50 FT","Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"620",135809,"5/31/2023","2300291-YA","OQ659",603,2023,"JEFFERSON","Cold Spring",5,15,"E",27,"SE","NE",NA,8.06,1,NA,839,1,NA,368,1,407,1,2,1,NA,39.6,1,NA,0.8,1,"",0.011,1,"",86.97,1,"",0.027,1,"<",0.007,1,"",1.961,1,"",46.05,1,"<",0.001,1,NA,15.67,1,"<",0.004,1,NA,37.68,1,"",0.008,1,"<",0.005,1,30724,2638,"OQ659",27000,163800,942300,80100,257400,NA,9900,147600,NA,86400,NA,NA,NA,NA,NA,27000,94500,NA,NA,NA,NA,NA,NA,83700,27900,NA,NA,NA,NA,32400,NA,NA,NA,NA,NA,1980000,1980000,0.475909091,0.040454545,0.13,190800,0.096363636,0.005,0.074545455,1279800,0.646363636,0,NA,147721.2,736839,352869.9,308694.9,27211.8,403229.4,NA,1978510,1976566.2,0.372787413,0.013767209,0.204005006,0.074736277,0.156177365,0.17852673,0,3.726533166,-88.70148828,42.863162,36958,165,20,42,22,17,NA,NA,NA,1,0,407,NA,0.079545455,0.725909091,0.516363636,22,"0-25 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","50-75%","50-75%","5-30%"
"621",135810,"5/1/2023","2300291-YB","OG951",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",10,"SW","SE",NA,8.33,1,NA,992,1,NA,313,1,369,1,5.1,1,NA,112,1,NA,1,1,"<",0.005,1,"",82.63,1,"",0.012,1,"<",0.007,5,"",2.408,1,"",39.44,1,"",0.002,1,NA,55.53,1,"<",0.004,1,NA,24.38,1,"<",0.006,1,"<",0.005,1,30725,2379,"OG951",102600,1245600,NA,19800,43200,NA,10800,139500,NA,41400,NA,67500,NA,NA,NA,NA,151200,NA,NA,NA,NA,NA,NA,48600,48600,NA,NA,15300,NA,41400,NA,NA,NA,NA,NA,1975500,1975500,0,0.010022779,0.021867882,1348200,0.682460137,0.00546697,0.070615034,63000,0.031890661,0,NA,245966.4,1185303.6,232537.2,128107.5,NA,142950.3,NA,1978510,1934865,0.61260274,0,0.073881279,0.127123288,0.066210046,0.120182648,0,4.578995434,-88.83084816,42.90349546,36795,165,60,56,-4,56,NA,NA,NA,1,0,369,NA,0.076082004,0.107972665,0.010022779,-4,"ABOVE","Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"622",135811,"5/2/2023","2300291-YE","KL894",603,2023,"JEFFERSON","WATERTOWN",8,15,"E",34,"NW","NE",NA,8.39,1,NA,658,1,NA,368,1,353,1,0.05,1,NA,2.2,1,NA,1.1,1,"",0.051,1,"",71.96,1,"",0.005,1,"",3.532,1,"",1.18,1,"",42.18,1,"",0.029,1,NA,4.014,1,"<",0.004,1,NA,9.55,1,"<",0.006,1,"",0.131,1,30728,483,"KL894",NA,16200,530100,90000,731700,NA,48600,24300,8100,33300,NA,NA,NA,NA,NA,NA,50400,19800,NA,NA,NA,NA,27000,142200,NA,NA,NA,184500,NA,16200,50400,NA,NA,NA,NA,1972800,1972800,0.26870438,0.045620438,0.370894161,16200,0.008211679,0.024635036,0.012317518,1351800,0.685218978,0,NA,43291.5,733835.1,30039,195430.2,249147,725883.6,NA,1978510,1977626.4,0.37106862,0.125982845,0.367047891,0.021890636,0.098820586,0.015189421,0,2.962919943,-88.71045784,43.12255831,34967,180,24,151,127,151,NA,NA,NA,1,0,353,NA,0.036952554,0.722171532,0.314324818,127,"> 100 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","25-50%","25-50%","50-75%","0-2.5%"
"623",135812,"5/2/2023","2300291-YF","NC863",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",3,"NE","SW",NA,8.29,1,NA,1310,1,NA,404,1,556,1,0.05,1,NA,169,1,NA,1.2,1,"<",0.005,1,"",118.1,1,"",0.029,1,"",0.685,1,"",5.114,1,"",63.42,1,"",0.11,1,NA,53.3,1,"",0.014,1,NA,60.65,1,"",0.038,1,"<",0.005,1,30729,2824,"NC863",173700,468000,113400,NA,137700,NA,NA,38700,NA,10800,NA,NA,NA,NA,NA,87300,147600,2700,NA,NA,NA,53100,NA,133200,42300,NA,NA,508500,NA,9000,50400,NA,NA,NA,NA,1976400,1976400,0.057377049,0,0.069672131,641700,0.324681239,0,0.019581056,251100,0.12704918,0,NA,77041.2,799744.2,35870.1,293498.7,172105.8,591945,NA,1978510,1970205,0.405919283,0.08735426,0.30044843,0.039103139,0.14896861,0.018206278,0,3.259103139,-88.58545591,43.01197896,36249,78,11,78,67,NA,NA,NA,NA,1,0,556,NA,0.019581056,0.146630236,0.057377049,67,"50-75 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"624",135813,"5/31/2023","2300291-YI","HR489",603,2023,"JEFFERSON","CONCORD",7,16,"E",1,"SE","NW",NA,8.23,1,NA,605,1,NA,316,1,307,1,0.2,1,NA,3.5,1,NA,0.8,1,"",0.008,1,"",61.37,1,"",0.006,1,"<",0.007,1,"",1.573,1,"",37.42,1,"",0.009,1,NA,6.473,1,"<",0.004,1,NA,21,1,"",0.009,1,"<",0.005,1,30732,1004,"HR489",NA,63000,445500,NA,816300,NA,46800,139500,NA,262800,NA,14400,NA,NA,NA,NA,73800,NA,NA,10800,NA,47700,NA,26100,12600,NA,NA,9000,NA,NA,17100,NA,NA,NA,NA,1985400,1985400,0.224388033,0,0.411151405,63000,0.031731641,0.023572076,0.070262919,1261800,0.635539438,0,NA,36576.9,1206684.3,41524.5,356580.6,108847.2,135882.3,NA,1978510,1886095.8,0.639778902,0.057710324,0.07204422,0.019392917,0.189057523,0.022016114,0,4.157953907,-88.54782953,43.0965945,34460,225,45,145,100,145,NA,NA,NA,1,0,307,NA,0.093834995,0.729374433,0.224388033,100,"75-100 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","25-50%","0-25%","50-75%","2.5-5%"
"625",135814,"5/17/2023","2300291-YJ","MJ465",603,2023,"JEFFERSON","FARMINGTON",7,15,"E",32,"SW","NW",NA,8.34,1,NA,787,1,NA,389,1,404,1,0.05,1,NA,16.9,1,NA,1.1,1,"<",0.005,1,"",84.06,1,"",0.002,1,"",3.913,1,"",1.081,1,"",47.23,1,"",0.04,1,NA,13.83,1,"<",0.004,1,NA,38.71,1,"<",0.006,1,"",0.028,1,30733,1818,"MJ465",NA,87300,706500,43200,213300,NA,89100,114300,NA,172800,NA,51300,NA,NA,NA,NA,210600,1800,NA,NA,NA,NA,NA,203400,NA,NA,NA,36900,NA,42300,NA,NA,NA,NA,NA,1972800,1972800,0.358120438,0.02189781,0.108120438,87300,0.044251825,0.045164234,0.057937956,963000,0.488138686,0,NA,2473.8,632055.9,58841.1,618273.3,18906.9,642127.8,NA,1978510,1972678.8,0.320404873,0.009584378,0.32551057,0.001254031,0.31341813,0.029828019,0,3.013794339,-88.75732905,43.0278185,35843,122,54,99,45,99,NA,NA,NA,1,0,404,NA,0.10310219,0.591240876,0.380018248,45,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","2.5-5%"
"626",135815,"5/1/2023","2300291-YK","WR429",603,2023,"JEFFERSON","IXONIA",8,16,"E",34,"NE","NW",NA,8.46,1,NA,882,1,NA,325,1,NA,5,0.05,1,NA,39.2,1,NA,-0.8,5,"<",0.005,1,"",0.044,5,"",0.003,1,"<",0.007,5,"",0.204,1,"",0.019,5,"<",0.001,1,NA,197.1,5,"<",0.004,1,NA,70.76,1,"<",0.006,1,"<",0.005,1,30734,660,"WR429",NA,38700,710100,NA,321300,NA,50400,62100,8100,49500,NA,NA,NA,NA,NA,NA,13500,19800,NA,69300,NA,48600,NA,124200,16200,NA,23400,53100,NA,367200,NA,NA,NA,NA,NA,1975500,1975500,0.359453303,0,0.162642369,38700,0.019589977,0.025512528,0.03143508,1031400,0.522095672,0,NA,34986.6,202144.8,270351,489105.6,216634.2,697434.9,NA,1978510,1910657.1,0.105798576,0.11338204,0.365023583,0.018311292,0.255988162,0.141496347,0,2.564598169,-88.5851719,43.12088492,40757,104,20,41,21,41,NA,NA,NA,1,1,1,NA,0.056947608,0.57904328,0.359453303,21,"0-25 FT","Somewhat Poorly Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","0-2.5%"
"627",135816,"5/3/2023","2300291-YL","HR717",603,2023,"JEFFERSON","WATERTOWN",8,15,"E",11,"NE","SW",NA,8.01,1,NA,813,1,NA,360,1,416,1,0.05,1,NA,30.2,1,NA,0.7,1,"<",0.005,1,"",86.32,1,"",0.007,1,"<",0.007,5,"",1.525,1,"",48.65,1,"",0.032,1,NA,10.47,1,"<",0.004,1,NA,52.1,1,"",0.03,1,"<",0.005,1,30735,535,"HR717",28800,319500,605700,NA,261900,NA,22500,100800,NA,114300,NA,41400,NA,NA,NA,NA,104400,NA,NA,97200,NA,NA,32400,18900,NA,NA,NA,136800,NA,50400,38700,NA,NA,NA,NA,1973700,1973700,0.306885545,0,0.132694938,348300,0.176470588,0.011399909,0.051071591,867600,0.439580483,0,NA,34633.2,456592.8,154612.5,656793.9,502711.5,96478.2,NA,1978510,1901822.1,0.240081762,0.264331506,0.050729351,0.018210536,0.34534981,0.081297036,0,3.25030196,-88.68139103,43.17360501,34418,125,16,42,26,42,NA,NA,NA,1,0,416,NA,0.0624715,0.502051983,0.306885545,26,"25-50 FT","Somewhat Poorly Drained","25-50%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"628",135817,"5/2/2023","2300291-YN","KT582",603,2023,"JEFFERSON","KOSHKONONG",5,14,"E",16,"NE","NE",NA,8.13,1,NA,746,1,NA,330,1,NA,5,3.2,1,NA,27.4,1,NA,-1.1,5,"<",0.005,1,"",0.125,5,"",0.005,1,"<",0.007,5,"",0.099,1,"",0.045,5,"<",0.001,1,NA,174.6,5,"<",0.004,1,NA,17.65,1,"<",0.006,1,"<",0.005,1,30737,2767,"KT582",46800,994500,29700,216000,82800,NA,10800,94500,NA,69300,NA,90900,NA,NA,NA,13500,164700,NA,NA,NA,NA,NA,NA,50400,25200,NA,NA,77400,NA,4500,NA,NA,NA,NA,NA,1971000,1971000,0.015068493,0.109589041,0.042009132,1041300,0.528310502,0.005479452,0.047945205,328500,0.166666667,0,NA,45942,1232129.1,86229.6,446520.9,73683.9,89410.2,NA,1978510,1973915.7,0.624205532,0.037328798,0.045295855,0.02327455,0.226210724,0.04368454,0,4.233998747,-88.83953149,42.89877228,35145,145,31,43,12,33,NA,NA,NA,1,1,1,NA,0.053424657,0.220091324,0.124657534,12,"0-25 FT","Moderately Well Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","30-100%"
"629",135818,"5/2/2023","2300291-YO","TU183",603,2023,"JEFFERSON","SULLIVAN",6,16,"E",2,"NE","NE",NA,8.08,1,NA,764,1,NA,315,1,400,1,0.05,1,NA,27.2,1,NA,0.8,1,"<",0.005,1,"",85.31,1,"",0.003,1,"",1.005,1,"",1.391,1,"",45.48,1,"",0.02,1,NA,5.872,1,"<",0.004,1,NA,73.42,1,"<",0.006,1,"",0.006,1,30738,2821,"TU183",NA,137700,956700,NA,175500,NA,NA,170100,NA,40500,NA,10800,NA,NA,NA,61200,71100,3600,NA,9900,NA,22500,NA,38700,102600,NA,NA,169200,NA,NA,9900,NA,NA,NA,NA,1980000,1980000,0.483181818,0,0.088636364,137700,0.069545455,0,0.085909091,1132200,0.571818182,0,NA,151962,1187954.1,48945.9,277772.4,15726.3,292438.5,NA,1978510,1974799.2,0.601556908,0.007963493,0.148085183,0.076950608,0.140658554,0.024785254,0,4.154617037,-88.56145724,43.0175385,38425,242,64,104,40,104,NA,NA,NA,1,0,400,NA,0.085909091,0.657727273,0.483181818,40,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","50-75%","5-30%"
"630",135819,"5/16/2023","2300291-YP","BO084",603,2023,"JEFFERSON","FARMINGTON",7,15,"E",16,"NW","SW",NA,8.07,1,NA,2020,1,NA,411,1,370,1,0.9,1,NA,390,1,NA,0.8,1,"<",0.005,1,"",18.38,5,"",0.353,1,"<",0.007,5,"",9.978,1,"",78.61,5,"",0.039,1,NA,288.3,5,"<",0.004,1,NA,59.73,1,"",0.087,1,"<",0.005,1,30739,1217,"BO084",10800,27000,752400,16200,473400,NA,291600,193500,NA,NA,NA,NA,NA,NA,NA,NA,11700,NA,NA,NA,NA,NA,NA,45900,NA,NA,NA,52200,NA,NA,103500,NA,NA,NA,NA,1978200,1978200,0.380345769,0.008189263,0.239308462,37800,0.01910828,0.147406733,0.097816197,1242000,0.627843494,0,NA,9188.4,1028040.6,44528.4,548830.2,119802.6,226882.8,NA,1978510,1977273,0.519928508,0.060589812,0.114745308,0.004647006,0.277569258,0.022520107,0,3.786237712,-88.73678445,43.07564228,16214,125,24,52,28,52,NA,NA,NA,1,0,370,NA,0.24522293,0.873066424,0.388535032,28,"25-50 FT","Moderately Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","0-2.5%"
"631",135820,"5/17/2023","2300291-YQ","WP284",603,2023,"JEFFERSON","LAKE MILLS",7,13,"E",3,"NW","NW",NA,7.96,1,NA,2050,1,NA,373,1,440,1,3.7,1,NA,426,1,NA,0.7,1,"<",0.005,1,"",94.4,1,"",0.05,1,"<",0.007,1,"",3.399,1,"",49.57,1,"<",0.001,1,NA,246.5,1,"<",0.004,1,NA,23.28,1,"",0.032,1,"",0.01,1,30740,1137,"WP284",NA,192600,646200,NA,488700,NA,359100,41400,NA,14400,NA,NA,NA,NA,NA,1800,232200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976400,1976400,0.326958106,0,0.24726776,192600,0.097449909,0.181693989,0.020947177,1134900,0.574225865,0,NA,NA,1412893.2,424080,28272,NA,112557.9,NA,1978510,1977803.1,0.714375056,0,0.056910569,0,0.014294648,0.214419727,0,4.5293487,-88.95164102,43.10724176,40121,180,21,125,104,36,NA,NA,NA,1,0,440,NA,0.202641166,0.776867031,0.326958106,104,"> 100 FT","Well Drained","50-75%","0-25%","0-25%","0-25%","0-25%","25-50%","75-100%","5-30%"
"632",135821,"5/9/2023","2300291-YR","SV872",603,2023,"JEFFERSON","JEFFERSON",6,15,"E",2,"NE","NE",NA,8.12,1,NA,1122,1,NA,379,1,NA,5,0.05,1,NA,81.1,1,NA,0,5,"<",0.005,1,"",11.89,5,"",0.125,1,"",0.032,5,"",0.549,1,"",9.623,5,"",0.002,1,NA,226.9,5,"<",0.004,1,NA,90.57,1,"",0.155,1,"",0.02,1,30741,2161,"SV872",16200,128700,250200,NA,204300,NA,NA,206100,NA,85500,NA,44100,NA,NA,NA,NA,192600,NA,NA,NA,NA,336600,NA,172800,55800,NA,NA,204300,NA,78300,NA,NA,NA,NA,NA,1975500,1975500,0.126651481,0,0.103416856,144900,0.073348519,0,0.104328018,454500,0.230068337,0,NA,40287.6,668986.2,30569.1,321240.6,511193.1,403406.1,NA,1978510,1975682.7,0.338610142,0.25874251,0.204185672,0.020391736,0.162597263,0.015472677,0,3.086754315,-88.68094755,43.01803319,38530,88,12,53,41,53,NA,NA,NA,1,1,1,NA,0.104328018,0.334396355,0.126651481,41,"25-50 FT","Somewhat Poorly Drained","0-25%","0-25%","0-25%","0-25%","0-25%","0-25%","25-50%","5-30%"
